flight_id,airline_name,origin_airport,year,month,day_of_month,time_in_air,time_on_flight,departure_delay,arrival_delay,arrival_delay_caused_by_carrier,arrival_delay_caused_by_others,arrival_delay_category_carrier,arrival_delay_category_weather,arrival_delay_category_nas,arrival_delay_category_security,arrival_delay_category_aircraft
6575881,Southwest Airlines Co.,McCarran International Airport,2021,1,4,82,103,74,82,74,8,74,0,8,0,0
6575943,Southwest Airlines Co.,McCarran International Airport,2021,1,4,77,101,30,21,21,0,2,0,0,0,19
6575944,Southwest Airlines Co.,McCarran International Airport,2021,1,4,51,67,71,63,63,0,23,0,0,0,40
6575984,Southwest Airlines Co.,McCarran International Airport,2021,1,4,56,82,133,150,133,17,0,0,17,0,133
6575985,Southwest Airlines Co.,McCarran International Airport,2021,1,4,42,58,33,41,33,8,11,0,8,0,22
6576025,Southwest Airlines Co.,McCarran International Airport,2021,1,4,60,72,51,43,43,0,9,0,0,0,34
6576026,Southwest Airlines Co.,McCarran International Airport,2021,1,4,77,95,7,12,0,0,0,0,0,0,0
6576027,Southwest Airlines Co.,McCarran International Airport,2021,1,4,53,68,45,53,45,8,23,0,8,0,22
6576124,Southwest Airlines Co.,McCarran International Airport,2021,1,4,56,66,85,76,76,0,1,0,0,0,75
6576166,Southwest Airlines Co.,McCarran International Airport,2021,1,4,59,135,35,105,0,105,0,0,105,0,0
6576180,Southwest Airlines Co.,McCarran International Airport,2021,1,4,74,90,23,23,23,0,22,0,0,0,1
6576181,Southwest Airlines Co.,McCarran International Airport,2021,1,4,48,63,43,46,43,3,3,0,3,0,40
6576194,Southwest Airlines Co.,McCarran International Airport,2021,1,4,65,81,55,61,55,6,33,0,6,0,22
6576630,Southwest Airlines Co.,McCarran International Airport,2021,1,5,79,105,40,30,30,0,30,0,0,0,0
6576830,Southwest Airlines Co.,McCarran International Airport,2021,1,5,117,136,16,7,0,0,0,0,0,0,0
6576885,Southwest Airlines Co.,McCarran International Airport,2021,1,5,55,73,6,19,6,13,4,0,13,0,2
6577004,Southwest Airlines Co.,McCarran International Airport,2021,1,5,60,89,16,25,0,25,0,0,25,0,0
6577056,Southwest Airlines Co.,McCarran International Airport,2021,1,5,47,76,196,207,181,26,0,0,26,0,181
6577101,Southwest Airlines Co.,McCarran International Airport,2021,1,5,84,109,24,43,24,19,11,0,19,0,13
6577201,Southwest Airlines Co.,McCarran International Airport,2021,1,5,73,93,10,13,0,0,0,0,0,0,0
6577240,Southwest Airlines Co.,McCarran International Airport,2021,1,5,43,59,16,10,0,0,0,0,0,0,0
6577241,Southwest Airlines Co.,McCarran International Airport,2021,1,5,222,251,11,17,1,16,0,10,6,0,1
6577265,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,94,21,5,0,0,0,0,0,0,0
6577266,Southwest Airlines Co.,McCarran International Airport,2021,1,5,79,101,6,42,6,36,6,0,36,0,0
6577267,Southwest Airlines Co.,McCarran International Airport,2021,1,5,94,120,10,35,10,25,10,0,25,0,0
6577293,Southwest Airlines Co.,McCarran International Airport,2021,1,5,85,111,8,29,8,21,8,0,21,0,0
6577342,Southwest Airlines Co.,McCarran International Airport,2021,1,5,59,78,7,0,0,0,0,0,0,0,0
6577343,Southwest Airlines Co.,McCarran International Airport,2021,1,5,183,203,17,10,0,0,0,0,0,0,0
6577363,Southwest Airlines Co.,McCarran International Airport,2021,1,5,139,161,71,62,62,0,62,0,0,0,0
6577440,Southwest Airlines Co.,McCarran International Airport,2021,1,5,227,241,11,12,0,0,0,0,0,0,0
6577464,Southwest Airlines Co.,McCarran International Airport,2021,1,5,79,94,7,16,7,9,7,0,9,0,0
6577507,Southwest Airlines Co.,McCarran International Airport,2021,1,5,44,65,15,10,0,0,0,0,0,0,0
6577543,Southwest Airlines Co.,McCarran International Airport,2021,1,5,46,62,8,10,0,0,0,0,0,0,0
6577618,Southwest Airlines Co.,McCarran International Airport,2021,1,5,64,83,109,107,102,5,0,5,0,0,102
6577650,Southwest Airlines Co.,McCarran International Airport,2021,1,5,47,81,15,26,15,11,14,0,11,0,1
6577686,Southwest Airlines Co.,McCarran International Airport,2021,1,5,77,101,49,40,40,0,37,0,0,0,3
6577687,Southwest Airlines Co.,McCarran International Airport,2021,1,5,167,191,7,3,0,0,0,0,0,0,0
6577726,Southwest Airlines Co.,McCarran International Airport,2021,1,5,69,88,70,93,70,23,64,0,23,0,6
6577727,Southwest Airlines Co.,McCarran International Airport,2021,1,5,129,151,12,13,0,0,0,0,0,0,0
6577747,Southwest Airlines Co.,McCarran International Airport,2021,1,5,76,95,15,10,0,0,0,0,0,0,0
6577819,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,77,46,58,33,25,0,13,12,0,33
6577820,Southwest Airlines Co.,McCarran International Airport,2021,1,5,121,139,52,36,36,0,4,0,0,0,32
6577821,Southwest Airlines Co.,McCarran International Airport,2021,1,5,183,216,57,58,57,1,55,0,1,0,2
6577822,Southwest Airlines Co.,McCarran International Airport,2021,1,5,181,200,15,5,0,0,0,0,0,0,0
6577823,Southwest Airlines Co.,McCarran International Airport,2021,1,5,162,181,11,2,0,0,0,0,0,0,0
6577851,Southwest Airlines Co.,McCarran International Airport,2021,1,5,58,79,37,41,37,4,0,0,4,0,37
6577882,Southwest Airlines Co.,McCarran International Airport,2021,1,5,91,110,13,3,0,0,0,0,0,0,0
6577883,Southwest Airlines Co.,McCarran International Airport,2021,1,5,55,81,30,31,30,1,12,0,1,0,18
6577930,Southwest Airlines Co.,McCarran International Airport,2021,1,5,99,147,70,97,70,27,18,0,27,0,52
6577931,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,77,46,58,46,12,25,0,12,0,21
6577970,Southwest Airlines Co.,McCarran International Airport,2021,1,5,229,247,27,14,0,0,0,0,0,0,0
6577971,Southwest Airlines Co.,McCarran International Airport,2021,1,5,64,95,27,42,27,15,14,0,15,0,13
6577972,Southwest Airlines Co.,McCarran International Airport,2021,1,5,69,86,21,42,21,21,20,0,21,0,1
6578003,Southwest Airlines Co.,McCarran International Airport,2021,1,5,72,104,30,39,30,9,17,0,9,0,13
6578267,Southwest Airlines Co.,McCarran International Airport,2021,1,5,187,234,36,55,36,19,0,0,19,0,36
6578268,Southwest Airlines Co.,McCarran International Airport,2021,1,5,110,147,32,39,24,15,0,0,15,0,24
6578269,Southwest Airlines Co.,McCarran International Airport,2021,1,5,139,167,17,24,17,7,0,0,7,0,17
6578346,Southwest Airlines Co.,McCarran International Airport,2021,1,5,87,131,67,78,67,11,2,0,11,0,65
6578388,Southwest Airlines Co.,McCarran International Airport,2021,1,5,207,244,19,33,19,14,6,0,14,0,13
6578389,Southwest Airlines Co.,McCarran International Airport,2021,1,5,48,83,11,24,11,13,0,0,13,0,11
6578430,Southwest Airlines Co.,McCarran International Airport,2021,1,5,39,78,29,52,21,31,0,0,31,0,21
6578431,Southwest Airlines Co.,McCarran International Airport,2021,1,5,47,88,18,36,18,18,7,0,18,0,11
6578463,Southwest Airlines Co.,McCarran International Airport,2021,1,5,143,193,37,60,37,23,4,0,23,0,33
6578502,Southwest Airlines Co.,McCarran International Airport,2021,1,5,80,117,56,78,13,65,0,43,22,0,13
6578536,Southwest Airlines Co.,McCarran International Airport,2021,1,5,51,96,29,60,29,31,29,0,31,0,0
6578537,Southwest Airlines Co.,McCarran International Airport,2021,1,5,61,116,6,57,6,51,3,0,51,0,3
6578608,Southwest Airlines Co.,McCarran International Airport,2021,1,5,60,104,20,34,19,15,0,0,15,0,19
6578643,Southwest Airlines Co.,McCarran International Airport,2021,1,5,240,279,11,20,0,20,0,11,9,0,0
6578644,Southwest Airlines Co.,McCarran International Airport,2021,1,5,68,120,28,63,15,48,0,0,48,0,15
6578674,Southwest Airlines Co.,McCarran International Airport,2021,1,5,183,227,9,26,9,17,2,0,17,0,7
6578751,Southwest Airlines Co.,McCarran International Airport,2021,1,5,233,283,15,33,15,18,11,0,18,0,4
6578752,Southwest Airlines Co.,McCarran International Airport,2021,1,5,113,166,10,31,0,31,0,0,21,10,0
6578883,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,85,6,26,6,20,0,0,20,0,6
6578930,Southwest Airlines Co.,McCarran International Airport,2021,1,5,183,199,74,58,58,0,8,0,0,0,50
6578931,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,88,16,34,11,23,0,5,18,0,11
6578977,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,94,99,78,78,0,22,0,0,0,56
6578978,Southwest Airlines Co.,McCarran International Airport,2021,1,5,142,154,86,80,80,0,3,0,0,0,77
6579028,Southwest Airlines Co.,McCarran International Airport,2021,1,5,54,67,114,106,106,0,10,0,0,0,96
6579105,Southwest Airlines Co.,McCarran International Airport,2021,1,5,42,62,23,30,23,7,8,0,7,0,15
6579106,Southwest Airlines Co.,McCarran International Airport,2021,1,5,61,85,26,46,26,20,1,0,20,0,25
6579255,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,105,17,27,17,10,12,0,10,0,5
6579256,Southwest Airlines Co.,McCarran International Airport,2021,1,5,159,175,91,86,86,0,16,0,0,0,70
6579297,Southwest Airlines Co.,McCarran International Airport,2021,1,5,,,185,0,0,0,0,0,0,0,0
6579298,Southwest Airlines Co.,McCarran International Airport,2021,1,5,69,83,56,49,49,0,2,0,0,0,47
6579340,Southwest Airlines Co.,McCarran International Airport,2021,1,5,78,93,99,97,12,85,0,85,0,0,12
6579341,Southwest Airlines Co.,McCarran International Airport,2021,1,5,55,80,7,7,0,0,0,0,0,0,0
6579489,Southwest Airlines Co.,McCarran International Airport,2021,1,5,78,97,87,69,65,4,0,4,0,0,65
6579490,Southwest Airlines Co.,McCarran International Airport,2021,1,5,168,186,50,26,25,1,0,1,0,0,25
6579491,Southwest Airlines Co.,McCarran International Airport,2021,1,5,43,59,43,37,37,0,1,0,0,0,36
6579538,Southwest Airlines Co.,McCarran International Airport,2021,1,5,52,71,17,23,9,14,0,8,6,0,9
6579539,Southwest Airlines Co.,McCarran International Airport,2021,1,5,78,93,23,21,21,0,21,0,0,0,0
6579580,Southwest Airlines Co.,McCarran International Airport,2021,1,5,61,81,37,53,37,16,37,0,16,0,0
6579678,Southwest Airlines Co.,McCarran International Airport,2021,1,5,40,56,28,29,28,1,1,0,1,0,27
6579717,Southwest Airlines Co.,McCarran International Airport,2021,1,5,178,193,51,34,34,0,12,0,0,0,22
6579756,Southwest Airlines Co.,McCarran International Airport,2021,1,5,60,73,78,66,66,0,3,0,0,0,63
6579841,Southwest Airlines Co.,McCarran International Airport,2021,1,5,56,70,26,36,26,10,0,0,10,0,26
6579842,Southwest Airlines Co.,McCarran International Airport,2021,1,5,48,70,61,66,61,5,38,0,5,0,23
6579892,Southwest Airlines Co.,McCarran International Airport,2021,1,5,176,192,8,-10,0,0,0,0,0,0,0
6579949,Southwest Airlines Co.,McCarran International Airport,2021,1,5,78,95,54,59,54,5,24,0,5,0,30
6579984,Southwest Airlines Co.,McCarran International Airport,2021,1,5,266,286,69,70,69,1,51,0,1,0,18
6580018,Southwest Airlines Co.,McCarran International Airport,2021,1,5,53,68,24,32,24,8,17,0,8,0,7
6580073,Southwest Airlines Co.,McCarran International Airport,2021,1,5,80,98,26,39,20,19,0,0,19,0,20
6580074,Southwest Airlines Co.,McCarran International Airport,2021,1,5,69,88,22,20,20,0,0,0,0,0,20
6580110,Southwest Airlines Co.,McCarran International Airport,2021,1,5,229,246,42,28,28,0,15,0,0,0,13
6580111,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,85,123,143,123,20,13,0,20,0,110
6580112,Southwest Airlines Co.,McCarran International Airport,2021,1,5,221,236,42,28,28,0,9,0,0,0,19
6580159,Southwest Airlines Co.,McCarran International Airport,2021,1,5,133,146,67,43,43,0,40,0,0,0,3
6580199,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,110,25,25,8,17,0,17,0,0,8
6580232,Southwest Airlines Co.,McCarran International Airport,2021,1,5,61,79,130,129,99,30,0,30,0,0,99
6580273,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,64,18,17,17,0,17,0,0,0,0
6580318,Southwest Airlines Co.,McCarran International Airport,2021,1,5,75,89,54,48,48,0,8,0,0,0,40
6580349,Southwest Airlines Co.,McCarran International Airport,2021,1,5,55,72,33,20,20,0,2,0,0,0,18
6580392,Southwest Airlines Co.,McCarran International Airport,2021,1,5,59,75,52,42,42,0,14,0,0,0,28
6580393,Southwest Airlines Co.,McCarran International Airport,2021,1,5,92,106,43,29,29,0,1,0,0,0,28
6580394,Southwest Airlines Co.,McCarran International Airport,2021,1,5,263,285,48,43,38,5,0,0,5,0,38
6580483,Southwest Airlines Co.,McCarran International Airport,2021,1,5,42,56,9,10,0,0,0,0,0,0,0
6580583,Southwest Airlines Co.,McCarran International Airport,2021,1,5,115,129,74,53,53,0,25,0,0,0,28
6580666,Southwest Airlines Co.,McCarran International Airport,2021,1,5,51,64,8,2,0,0,0,0,0,0,0
6580667,Southwest Airlines Co.,McCarran International Airport,2021,1,5,43,67,19,11,0,0,0,0,0,0,0
6580668,Southwest Airlines Co.,McCarran International Airport,2021,1,5,62,80,52,47,29,18,0,18,0,0,29
6580762,Southwest Airlines Co.,McCarran International Airport,2021,1,5,250,263,211,189,189,0,4,0,0,0,185
6580805,Southwest Airlines Co.,McCarran International Airport,2021,1,5,258,271,31,12,0,0,0,0,0,0,0
6580896,Southwest Airlines Co.,McCarran International Airport,2021,1,5,248,262,74,61,55,6,0,6,0,0,55
6580897,Southwest Airlines Co.,McCarran International Airport,2021,1,5,,,198,0,0,0,0,0,0,0,0
6580898,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,91,95,101,95,6,10,0,6,0,85
6580945,Southwest Airlines Co.,McCarran International Airport,2021,1,5,168,182,106,78,78,0,18,0,0,0,60
6580946,Southwest Airlines Co.,McCarran International Airport,2021,1,5,250,270,51,36,36,0,13,0,0,0,23
6581096,Southwest Airlines Co.,McCarran International Airport,2021,1,5,226,240,60,50,50,0,41,0,0,0,9
6581097,Southwest Airlines Co.,McCarran International Airport,2021,1,5,51,70,31,36,31,5,12,0,5,0,19
6581193,Southwest Airlines Co.,McCarran International Airport,2021,1,5,226,237,49,26,26,0,22,0,0,0,4
6581194,Southwest Airlines Co.,McCarran International Airport,2021,1,5,93,104,56,65,0,65,0,0,65,0,0
6581195,Southwest Airlines Co.,McCarran International Airport,2021,1,5,56,70,13,8,0,0,0,0,0,0,0
6581240,Southwest Airlines Co.,McCarran International Airport,2021,1,5,234,248,62,50,50,0,35,0,0,0,15
6581241,Southwest Airlines Co.,McCarran International Airport,2021,1,5,60,76,22,18,0,18,0,18,0,0,0
6581242,Southwest Airlines Co.,McCarran International Airport,2021,1,5,70,112,35,62,30,32,0,5,27,0,30
6581284,Southwest Airlines Co.,McCarran International Airport,2021,1,5,149,162,64,51,51,0,1,0,0,0,50
6581321,Southwest Airlines Co.,McCarran International Airport,2021,1,5,196,216,59,45,45,0,11,0,0,0,34
6581322,Southwest Airlines Co.,McCarran International Airport,2021,1,5,77,91,21,17,17,0,17,0,0,0,0
6581323,Southwest Airlines Co.,McCarran International Airport,2021,1,5,46,62,18,10,0,0,0,0,0,0,0
6581324,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,66,49,55,49,6,0,0,6,0,49
6581367,Southwest Airlines Co.,McCarran International Airport,2021,1,5,223,240,37,32,32,0,11,0,0,0,21
6581444,Southwest Airlines Co.,McCarran International Airport,2021,1,5,117,130,34,24,24,0,24,0,0,0,0
6581488,Southwest Airlines Co.,McCarran International Airport,2021,1,5,40,52,22,19,19,0,3,0,0,0,16
6581538,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,60,37,37,37,0,0,0,0,0,37
6581584,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,62,14,11,0,0,0,0,0,0,0
6581585,Southwest Airlines Co.,McCarran International Airport,2021,1,5,181,196,56,37,34,3,0,0,3,0,34
6581624,Southwest Airlines Co.,McCarran International Airport,2021,1,5,183,194,68,62,62,0,18,0,0,0,44
6581674,Southwest Airlines Co.,McCarran International Airport,2021,1,5,182,200,152,137,137,0,0,0,0,0,137
6581702,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,65,18,18,6,12,0,0,12,0,6
6581703,Southwest Airlines Co.,McCarran International Airport,2021,1,5,171,184,58,47,47,0,5,0,0,0,42
6581781,Southwest Airlines Co.,McCarran International Airport,2021,1,5,47,62,27,29,22,7,0,0,7,0,22
6581866,Southwest Airlines Co.,McCarran International Airport,2021,1,5,177,192,57,49,49,0,15,0,0,0,34
6581950,Southwest Airlines Co.,McCarran International Airport,2021,1,5,146,157,86,78,78,0,14,0,0,0,64
6581951,Southwest Airlines Co.,McCarran International Airport,2021,1,5,63,79,47,46,46,0,28,0,0,0,18
6581952,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,88,37,40,37,3,27,0,3,0,10
6582007,Southwest Airlines Co.,McCarran International Airport,2021,1,5,74,102,89,101,89,12,9,0,12,0,80
6582067,Southwest Airlines Co.,McCarran International Airport,2021,1,5,133,145,59,39,39,0,8,0,0,0,31
6582068,Southwest Airlines Co.,McCarran International Airport,2021,1,5,48,62,13,15,7,8,0,0,8,0,7
6582069,Southwest Airlines Co.,McCarran International Airport,2021,1,5,86,103,110,118,110,8,0,0,8,0,110
6582070,Southwest Airlines Co.,McCarran International Airport,2021,1,5,55,64,96,85,85,0,19,0,0,0,66
6582113,Southwest Airlines Co.,McCarran International Airport,2021,1,5,49,59,76,75,75,0,29,0,0,0,46
6582114,Southwest Airlines Co.,McCarran International Airport,2021,1,5,69,90,37,42,37,5,15,0,5,0,22
6582164,Southwest Airlines Co.,McCarran International Airport,2021,1,5,60,77,37,29,29,0,0,0,0,0,29
6582300,Southwest Airlines Co.,McCarran International Airport,2021,1,5,173,185,98,78,54,24,0,24,0,0,54
6582301,Southwest Airlines Co.,McCarran International Airport,2021,1,5,135,146,72,63,63,0,8,0,0,0,55
6582302,Southwest Airlines Co.,McCarran International Airport,2021,1,5,126,149,14,3,0,0,0,0,0,0,0
6582345,Southwest Airlines Co.,McCarran International Airport,2021,1,5,127,140,25,15,15,0,14,0,0,0,1
6582346,Southwest Airlines Co.,McCarran International Airport,2021,1,5,44,64,12,16,12,4,0,0,4,0,12
6582394,Southwest Airlines Co.,McCarran International Airport,2021,1,5,45,61,24,20,20,0,0,0,0,0,20
6582428,Southwest Airlines Co.,McCarran International Airport,2021,1,5,38,53,32,30,30,0,14,0,0,0,16
6582498,Southwest Airlines Co.,McCarran International Airport,2021,1,5,97,111,21,22,21,1,0,0,1,0,21
6582499,Southwest Airlines Co.,McCarran International Airport,2021,1,5,53,67,15,7,0,0,0,0,0,0,0
6582571,Southwest Airlines Co.,McCarran International Airport,2021,1,5,48,68,70,68,68,0,21,0,0,0,47
6582627,Southwest Airlines Co.,McCarran International Airport,2021,1,5,129,140,57,42,42,0,18,0,0,0,24
6582628,Southwest Airlines Co.,McCarran International Airport,2021,1,5,51,61,12,13,0,0,0,0,0,0,0
6582659,Southwest Airlines Co.,McCarran International Airport,2021,1,5,67,81,38,29,29,0,0,0,0,0,29
6582695,Southwest Airlines Co.,McCarran International Airport,2021,1,5,52,66,104,100,100,0,0,0,0,0,100
6582738,Southwest Airlines Co.,McCarran International Airport,2021,1,5,44,56,39,35,35,0,0,0,0,0,35
6582784,Southwest Airlines Co.,McCarran International Airport,2021,1,5,50,65,92,97,92,5,21,0,5,0,71
6583599,Southwest Airlines Co.,McCarran International Airport,2021,1,6,58,73,14,7,0,0,0,0,0,0,0
6583674,Southwest Airlines Co.,McCarran International Airport,2021,1,6,71,81,15,11,0,0,0,0,0,0,0
6583907,Southwest Airlines Co.,McCarran International Airport,2021,1,6,46,55,8,3,0,0,0,0,0,0,0
6583972,Southwest Airlines Co.,McCarran International Airport,2021,1,6,37,51,21,17,17,0,6,0,0,0,11
6584054,Southwest Airlines Co.,McCarran International Airport,2021,1,6,134,150,30,20,20,0,11,0,0,0,9
6584128,Southwest Airlines Co.,McCarran International Airport,2021,1,6,68,82,8,0,0,0,0,0,0,0,0
6584154,Southwest Airlines Co.,McCarran International Airport,2021,1,6,128,149,39,28,28,0,28,0,0,0,0
6584176,Southwest Airlines Co.,McCarran International Airport,2021,1,6,204,220,12,-13,0,0,0,0,0,0,0
6584301,Southwest Airlines Co.,McCarran International Airport,2021,1,6,165,188,16,-6,0,0,0,0,0,0,0
6584514,Southwest Airlines Co.,McCarran International Airport,2021,1,6,44,64,22,16,16,0,1,0,0,0,15
6584558,Southwest Airlines Co.,McCarran International Airport,2021,1,6,45,70,7,17,7,10,3,0,10,0,4
6584679,Southwest Airlines Co.,McCarran International Airport,2021,1,6,48,70,13,13,0,0,0,0,0,0,0
6584714,Southwest Airlines Co.,McCarran International Airport,2021,1,6,39,58,13,16,13,3,13,0,3,0,0
6584738,Southwest Airlines Co.,McCarran International Airport,2021,1,6,125,147,20,17,17,0,0,0,0,0,17
6584764,Southwest Airlines Co.,McCarran International Airport,2021,1,6,77,93,14,7,0,0,0,0,0,0,0
6584765,Southwest Airlines Co.,McCarran International Airport,2021,1,6,130,150,24,24,24,0,5,0,0,0,19
6584836,Southwest Airlines Co.,McCarran International Airport,2021,1,6,51,71,11,17,11,6,4,0,6,0,7
6584837,Southwest Airlines Co.,McCarran International Airport,2021,1,6,119,134,41,20,20,0,0,0,0,0,20
6584838,Southwest Airlines Co.,McCarran International Airport,2021,1,6,173,200,10,-5,0,0,0,0,0,0,0
6584839,Southwest Airlines Co.,McCarran International Airport,2021,1,6,177,200,20,10,0,0,0,0,0,0,0
6584840,Southwest Airlines Co.,McCarran International Airport,2021,1,6,153,181,26,17,17,0,10,0,0,0,7
6584874,Southwest Airlines Co.,McCarran International Airport,2021,1,6,53,75,16,16,16,0,0,0,0,0,16
6584920,Southwest Airlines Co.,McCarran International Airport,2021,1,6,90,107,32,19,19,0,2,0,0,0,17
6584921,Southwest Airlines Co.,McCarran International Airport,2021,1,6,59,100,56,76,20,56,0,36,20,0,20
6585018,Southwest Airlines Co.,McCarran International Airport,2021,1,6,100,137,50,67,50,17,6,0,17,0,44
6585019,Southwest Airlines Co.,McCarran International Airport,2021,1,6,47,80,29,44,29,15,5,0,15,0,24
6585020,Southwest Airlines Co.,McCarran International Airport,2021,1,6,60,83,13,16,13,3,11,0,3,0,2
6585099,Southwest Airlines Co.,McCarran International Airport,2021,1,6,223,257,13,10,0,0,0,0,0,0,0
6585274,Southwest Airlines Co.,McCarran International Airport,2021,1,6,152,191,10,21,10,11,9,0,11,0,1
6585312,Southwest Airlines Co.,McCarran International Airport,2021,1,6,172,208,12,5,0,0,0,0,0,0,0
6585393,Southwest Airlines Co.,McCarran International Airport,2021,1,6,89,134,8,22,8,14,1,0,14,0,7
6585444,Southwest Airlines Co.,McCarran International Airport,2021,1,6,198,240,16,26,16,10,8,0,10,0,8
6585499,Southwest Airlines Co.,McCarran International Airport,2021,1,6,77,121,18,39,13,26,0,0,26,0,13
6585532,Southwest Airlines Co.,McCarran International Airport,2021,1,6,133,183,16,29,16,13,0,0,13,0,16
6585577,Southwest Airlines Co.,McCarran International Airport,2021,1,6,37,84,10,39,10,29,8,0,29,0,2
6585619,Southwest Airlines Co.,McCarran International Airport,2021,1,6,53,87,25,47,25,22,25,0,22,0,0
6585620,Southwest Airlines Co.,McCarran International Airport,2021,1,6,57,92,9,36,9,27,4,0,27,0,5
6585700,Southwest Airlines Co.,McCarran International Airport,2021,1,6,65,99,13,22,13,9,8,0,9,0,5
6585741,Southwest Airlines Co.,McCarran International Airport,2021,1,6,69,90,47,52,47,5,47,0,5,0,0
6585770,Southwest Airlines Co.,McCarran International Airport,2021,1,6,127,150,20,10,0,0,0,0,0,0,0
6585771,Southwest Airlines Co.,McCarran International Airport,2021,1,6,179,214,16,20,16,4,0,0,4,0,16
6585855,Southwest Airlines Co.,McCarran International Airport,2021,1,6,52,75,15,25,15,10,12,0,10,0,3
6585891,Southwest Airlines Co.,McCarran International Airport,2021,1,6,59,86,10,16,10,6,0,0,6,0,10
6585941,Southwest Airlines Co.,McCarran International Airport,2021,1,6,235,250,201,186,186,0,167,0,0,0,19
6586044,Southwest Airlines Co.,McCarran International Airport,2021,1,6,173,191,46,22,22,0,0,0,0,0,22
6586095,Southwest Airlines Co.,McCarran International Airport,2021,1,6,127,143,188,171,171,0,16,0,0,0,155
6586144,Southwest Airlines Co.,McCarran International Airport,2021,1,6,57,76,57,58,57,1,2,0,1,0,55
6586407,Southwest Airlines Co.,McCarran International Airport,2021,1,6,74,88,7,0,0,0,0,0,0,0,0
6586448,Southwest Airlines Co.,McCarran International Airport,2021,1,6,62,75,14,9,0,0,0,0,0,0,0
6586449,Southwest Airlines Co.,McCarran International Airport,2021,1,6,69,86,89,85,85,0,16,0,0,0,69
6586498,Southwest Airlines Co.,McCarran International Airport,2021,1,6,72,110,123,138,52,86,0,71,15,0,52
6586499,Southwest Airlines Co.,McCarran International Airport,2021,1,6,55,75,23,18,18,0,7,0,0,0,11
6586662,Southwest Airlines Co.,McCarran International Airport,2021,1,6,175,192,54,36,36,0,29,0,0,0,7
6586663,Southwest Airlines Co.,McCarran International Airport,2021,1,6,49,74,26,35,16,19,0,10,9,0,16
6586721,Southwest Airlines Co.,McCarran International Airport,2021,1,6,47,72,123,130,123,7,0,0,7,0,123
6586770,Southwest Airlines Co.,McCarran International Airport,2021,1,6,82,114,27,26,26,0,13,0,0,0,13
6586771,Southwest Airlines Co.,McCarran International Airport,2021,1,6,48,80,9,24,9,15,9,0,15,0,0
6586894,Southwest Airlines Co.,McCarran International Airport,2021,1,6,36,50,16,11,0,0,0,0,0,0,0
6586935,Southwest Airlines Co.,McCarran International Airport,2021,1,6,178,195,26,11,0,0,0,0,0,0,0
6586977,Southwest Airlines Co.,McCarran International Airport,2021,1,6,73,90,21,26,21,5,14,0,5,0,7
6586978,Southwest Airlines Co.,McCarran International Airport,2021,1,6,128,149,28,22,22,0,8,0,0,0,14
6587018,Southwest Airlines Co.,McCarran International Airport,2021,1,6,47,70,37,42,37,5,4,0,5,0,33
6587066,Southwest Airlines Co.,McCarran International Airport,2021,1,6,46,61,17,18,17,1,17,0,1,0,0
6587067,Southwest Airlines Co.,McCarran International Airport,2021,1,6,45,63,12,10,0,0,0,0,0,0,0
6587121,Southwest Airlines Co.,McCarran International Airport,2021,1,6,169,190,26,6,0,0,0,0,0,0,0
6587122,Southwest Airlines Co.,McCarran International Airport,2021,1,6,44,61,20,16,16,0,0,0,0,0,16
6587199,Southwest Airlines Co.,McCarran International Airport,2021,1,6,78,96,32,38,31,7,0,0,7,0,31
6587239,Southwest Airlines Co.,McCarran International Airport,2021,1,6,248,262,47,24,24,0,0,0,0,0,24
6587240,Southwest Airlines Co.,McCarran International Airport,2021,1,6,130,149,35,14,0,0,0,0,0,0,0
6587286,Southwest Airlines Co.,McCarran International Airport,2021,1,6,46,61,20,21,20,1,4,0,1,0,16
6587348,Southwest Airlines Co.,McCarran International Airport,2021,1,6,72,90,32,37,32,5,6,0,5,0,26
6587391,Southwest Airlines Co.,McCarran International Airport,2021,1,6,224,245,11,-4,0,0,0,0,0,0,0
6587392,Southwest Airlines Co.,McCarran International Airport,2021,1,6,44,65,15,15,15,0,3,0,0,0,12
6587447,Southwest Airlines Co.,McCarran International Airport,2021,1,6,150,167,62,39,39,0,0,0,0,0,39
6587493,Southwest Airlines Co.,McCarran International Airport,2021,1,6,80,102,33,25,25,0,16,0,0,0,9
6587538,Southwest Airlines Co.,McCarran International Airport,2021,1,6,62,86,57,63,57,6,3,0,6,0,54
6587679,Southwest Airlines Co.,McCarran International Airport,2021,1,6,54,73,40,28,28,0,15,0,0,0,13
