flight_id,airline_name,origin_airport,year,month,day_of_month,time_in_air,time_on_flight,departure_delay,arrival_delay,arrival_delay_caused_by_carrier,arrival_delay_caused_by_others,arrival_delay_category_carrier,arrival_delay_category_weather,arrival_delay_category_nas,arrival_delay_category_security,arrival_delay_category_aircraft
6543764,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,45,64,11,10,0,0,0,0,0,0,0
6544163,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,66,79,7,6,0,0,0,0,0,0,0
6544164,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,46,60,12,7,0,0,0,0,0,0,0
6544561,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,48,61,9,0,0,0,0,0,0,0,0
6545161,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,46,59,82,76,76,0,3,0,0,0,73
6545670,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,68,88,24,27,24,3,24,0,3,0,0
6545744,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,46,58,15,8,0,0,0,0,0,0,0
6545906,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,55,65,65,55,55,0,10,0,0,0,45
6546129,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,50,65,32,22,22,0,15,0,0,0,7
6546692,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,43,55,63,58,58,0,1,0,0,0,57
6547661,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,48,101,7,33,7,26,3,0,26,0,4
6547838,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,44,54,28,22,22,0,2,0,0,0,20
6548008,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,48,61,7,-7,0,0,0,0,0,0,0
6548148,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,45,56,84,75,75,0,1,0,0,0,74
6548578,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,58,69,174,163,163,0,0,0,0,0,163
6548638,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,49,68,21,19,19,0,1,0,0,0,18
6548841,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,44,60,30,25,25,0,2,0,0,0,23
6548842,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,52,60,21,6,0,0,0,0,0,0,0
6548924,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,40,54,88,77,77,0,0,0,0,0,77
6549018,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,59,76,54,55,54,1,23,0,1,0,31
6549204,Southwest Airlines Co.,Bob Hope Airport,2021,1,1,50,72,29,31,29,2,3,0,2,0,26
6550434,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,48,60,8,-7,0,0,0,0,0,0,0
6550551,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,68,82,13,15,13,2,9,0,2,0,4
6550944,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,50,71,10,6,0,0,0,0,0,0,0
6551171,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,46,58,14,7,0,0,0,0,0,0,0
6551341,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,68,109,17,41,17,24,11,0,24,0,6
6551486,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,45,58,10,3,0,0,0,0,0,0,0
6551701,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,51,70,9,4,0,0,0,0,0,0,0
6551754,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,70,87,13,20,13,7,13,0,7,0,0
6551895,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,45,55,23,13,0,0,0,0,0,0,0
6551896,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,54,63,17,5,0,0,0,0,0,0,0
6552428,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,51,66,56,52,52,0,1,0,0,0,51
6553014,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,43,66,30,31,30,1,12,0,1,0,18
6553015,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,56,70,20,15,15,0,4,0,0,0,11
6553130,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,49,61,6,-3,0,0,0,0,0,0,0
6553540,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,55,69,82,66,66,0,7,0,0,0,59
6553598,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,44,64,18,17,17,0,7,0,0,0,10
6554111,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,56,75,46,41,41,0,18,0,0,0,23
6554112,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,46,57,31,23,23,0,1,0,0,0,22
6554239,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,47,59,57,46,46,0,7,0,0,0,39
6554508,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,42,54,31,20,20,0,14,0,0,0,6
6554581,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,50,64,13,7,0,0,0,0,0,0,0
6554731,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,57,71,17,13,0,0,0,0,0,0,0
6555334,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,44,54,44,33,33,0,0,0,0,0,33
6555527,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,45,64,10,9,0,0,0,0,0,0,0
6555952,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,68,87,26,28,26,2,10,0,2,0,16
6556018,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,45,56,12,3,0,0,0,0,0,0,0
6556212,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,46,72,11,18,7,11,0,0,11,0,7
6556213,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,53,68,56,49,49,0,0,0,0,0,49
6556916,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,50,63,35,23,23,0,0,0,0,0,23
6557267,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,43,84,10,34,10,24,1,0,24,0,9
6557324,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,50,66,10,1,0,0,0,0,0,0,0
6557824,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,65,87,41,43,41,2,7,0,2,0,34
6558237,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,52,69,69,63,63,0,1,0,0,0,62
6558445,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,40,59,12,11,0,0,0,0,0,0,0
6558446,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,48,72,128,135,128,7,0,0,7,0,128
6558639,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,49,67,12,4,0,0,0,0,0,0,0
6558781,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,51,63,19,7,0,0,0,0,0,0,0
6559317,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,48,61,54,45,45,0,2,0,0,0,43
6559555,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,49,63,30,28,28,0,0,0,0,0,28
6559556,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,54,67,17,9,0,0,0,0,0,0,0
6559651,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,43,60,15,10,0,0,0,0,0,0,0
6559746,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,54,67,84,76,76,0,20,0,0,0,56
6559987,Southwest Airlines Co.,Bob Hope Airport,2021,1,2,47,60,90,80,80,0,0,0,0,0,80
6561312,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,62,73,25,23,23,0,17,0,0,0,6
6561724,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,50,62,7,4,0,0,0,0,0,0,0
6561864,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,63,80,6,1,0,0,0,0,0,0,0
6561993,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,43,62,15,12,0,0,0,0,0,0,0
6562183,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,58,69,6,0,0,0,0,0,0,0,0
6562227,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,64,91,16,27,16,11,16,0,11,0,0
6562557,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,42,55,6,-4,0,0,0,0,0,0,0
6563040,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,59,72,28,25,25,0,2,0,0,0,23
6563348,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,42,55,37,27,27,0,1,0,0,0,26
6563745,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,63,81,70,66,66,0,8,0,0,0,58
6563802,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,41,55,12,2,0,0,0,0,0,0,0
6564244,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,62,74,28,22,22,0,6,0,0,0,16
6564245,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,50,61,24,20,20,0,6,0,0,0,14
6564351,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,61,72,9,11,0,0,0,0,0,0,0
6564603,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,43,63,18,16,16,0,6,0,0,0,10
6564670,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,63,76,83,89,83,6,1,0,6,0,82
6565262,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,51,63,18,16,16,0,4,0,0,0,12
6565426,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,47,64,6,5,0,0,0,0,0,0,0
6565773,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,70,91,22,28,17,11,0,0,11,0,17
6565833,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,53,65,11,11,0,0,0,0,0,0,0
6566016,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,58,71,16,12,0,0,0,0,0,0,0
6566238,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,64,83,58,66,58,8,0,0,8,0,58
6566607,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,60,75,28,28,28,0,0,0,0,0,28
6567059,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,55,66,57,48,48,0,4,0,0,0,44
6567359,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,69,85,53,53,53,0,1,0,0,0,52
6567718,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,62,80,9,14,0,0,0,0,0,0,0
6567873,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,40,67,32,39,32,7,6,0,7,0,26
6567874,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,52,64,57,56,56,0,0,0,0,0,56
6568031,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,61,78,13,16,13,3,0,0,3,0,13
6568135,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,58,70,6,1,0,0,0,0,0,0,0
6568538,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,52,63,67,50,50,0,0,0,0,0,50
6568601,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,59,72,203,205,203,2,0,0,2,0,203
6568798,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,56,71,83,79,79,0,0,0,0,0,79
6569132,Southwest Airlines Co.,Bob Hope Airport,2021,1,3,62,75,64,69,64,5,0,0,5,0,64
6569667,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,63,74,60,49,49,0,49,0,0,0,0
6569718,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,,,32,0,0,0,0,0,0,0,0
6569958,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,77,90,6,21,6,15,6,0,15,0,0
6570106,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,41,55,13,8,0,0,0,0,0,0,0
6570511,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,67,85,9,9,0,0,0,0,0,0,0
6570605,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,43,62,10,7,0,0,0,0,0,0,0
6570872,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,70,83,134,152,134,18,0,0,18,0,134
6570873,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,75,109,82,116,10,106,0,72,34,0,10
6571021,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,43,61,39,35,35,0,4,0,0,0,31
6571209,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,59,85,149,164,68,96,0,81,15,0,68
6571357,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,63,105,29,59,24,35,0,5,30,0,24
6571586,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,46,68,13,16,13,3,13,0,3,0,0
6571587,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,60,77,98,100,20,80,0,78,2,0,20
6571908,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,62,77,43,35,35,0,10,0,0,0,25
6571961,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,44,69,117,121,112,9,0,5,4,0,112
6572287,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,55,71,65,56,56,0,40,0,0,0,16
6572288,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,51,63,43,41,41,0,1,0,0,0,40
6572361,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,57,96,66,92,56,36,0,0,36,0,56
6572548,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,41,70,45,50,45,5,44,0,5,0,1
6572584,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,59,79,18,27,18,9,11,0,9,0,7
6572678,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,57,72,58,55,55,0,4,0,0,0,51
6573022,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,55,73,114,112,112,0,0,0,0,0,112
6573023,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,49,59,20,14,0,0,0,0,0,0,0
6573144,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,43,59,18,12,0,0,0,0,0,0,0
6573410,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,61,76,40,31,27,4,0,4,0,0,27
6573462,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,54,73,15,23,15,8,0,0,8,0,15
6573590,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,40,51,111,97,92,5,0,0,5,0,92
6573591,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,58,78,21,24,21,3,0,0,3,0,21
6573774,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,54,80,20,25,20,5,0,0,5,0,20
6574067,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,60,76,31,32,31,1,0,0,1,0,31
6574292,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,37,61,55,56,55,1,0,0,1,0,55
6574339,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,57,81,27,33,27,6,0,0,6,0,27
6574411,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,58,73,41,39,39,0,3,0,0,0,36
6574674,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,63,79,21,15,11,4,0,4,0,0,11
6574675,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,57,72,103,110,103,7,0,0,7,0,103
6574962,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,55,86,10,21,10,11,1,0,11,0,9
6575092,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,43,57,27,24,24,0,3,0,0,0,21
6575093,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,51,63,24,22,22,0,7,0,0,0,15
6575213,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,56,72,26,23,23,0,0,0,0,0,23
6575304,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,59,70,45,40,36,4,0,4,0,0,36
6575605,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,64,78,48,46,46,0,0,0,0,0,46
6575651,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,55,68,36,34,34,0,0,0,0,0,34
6575809,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,49,64,38,37,37,0,0,0,0,0,37
6575810,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,63,85,21,31,21,10,0,0,10,0,21
6575879,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,44,74,43,52,39,13,0,4,9,0,39
6575940,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,52,84,11,20,11,9,0,0,9,0,11
6576123,Southwest Airlines Co.,Bob Hope Airport,2021,1,4,55,78,20,28,20,8,0,0,8,0,20
6576970,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,63,79,7,6,0,0,0,0,0,0,0
6577053,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,41,58,20,18,18,0,18,0,0,0,0
6577292,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,60,72,7,4,0,0,0,0,0,0,0
6577542,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,40,71,18,24,0,24,0,0,24,0,0
6577646,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,62,75,13,8,0,0,0,0,0,0,0
6577744,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,61,75,15,15,15,0,2,0,0,0,13
6577881,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,44,73,11,19,0,19,0,0,19,0,0
6578097,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,78,92,7,29,7,22,0,0,22,0,7
6578265,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,58,83,50,58,50,8,8,0,8,0,42
6578385,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,54,65,15,15,15,0,11,0,0,0,4
6578501,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,59,74,63,62,62,0,5,0,0,0,57
6578820,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,55,67,75,57,57,0,7,0,0,0,50
6578881,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,45,65,33,33,33,0,15,0,0,0,18
6579249,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,53,71,101,92,92,0,2,0,0,0,90
6579250,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,54,65,67,67,67,0,7,0,0,0,60
6579533,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,44,58,41,34,34,0,8,0,0,0,26
6579576,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,62,72,21,23,21,2,14,0,2,0,7
6579676,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,58,70,37,32,32,0,9,0,0,0,23
6580069,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,54,64,16,15,15,0,2,0,0,0,13
6580194,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,44,65,11,11,0,0,0,0,0,0,0
6580481,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,56,70,44,29,29,0,9,0,0,0,20
6580529,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,52,63,36,34,34,0,0,0,0,0,34
6580661,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,41,72,32,39,32,7,0,0,7,0,32
6580662,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,58,73,8,6,0,0,0,0,0,0,0
6580846,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,64,77,60,62,60,2,0,0,2,0,60
6581364,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,41,58,42,40,40,0,5,0,0,0,35
6581410,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,65,79,16,20,0,20,0,16,4,0,0
6581483,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,60,74,6,5,0,0,0,0,0,0,0
6581741,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,52,83,7,5,0,0,0,0,0,0,0
6581742,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,54,76,31,42,31,11,1,0,11,0,30
6582005,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,72,86,77,88,77,11,0,0,11,0,77
6582162,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,54,65,55,55,55,0,0,0,0,0,55
6582297,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,63,72,37,34,34,0,0,0,0,0,34
6582658,Southwest Airlines Co.,Bob Hope Airport,2021,1,5,48,63,71,54,54,0,0,0,0,0,54
6583994,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,41,53,27,20,20,0,20,0,0,0,0
6584272,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,54,68,6,9,0,0,0,0,0,0,0
6584468,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,45,55,11,1,0,0,0,0,0,0,0
6584678,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,66,77,10,7,0,0,0,0,0,0,0
6584762,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,56,72,18,25,18,7,2,0,7,0,16
6584973,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,46,62,8,5,0,0,0,0,0,0,0
6585309,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,61,91,6,22,2,20,0,0,20,0,2
6585572,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,44,64,15,14,0,0,0,0,0,0,0
6585573,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,63,79,36,40,36,4,19,0,4,0,17
6585938,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,63,78,39,32,32,0,11,0,0,0,21
6585994,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,44,58,33,26,9,17,0,0,17,0,9
6586401,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,52,66,204,190,190,0,119,0,0,0,71
6586402,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,56,74,52,61,47,14,0,5,9,0,47
6586493,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,64,78,10,18,10,8,3,0,8,0,7
6586715,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,46,67,22,24,22,2,0,0,2,0,22
6586766,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,63,77,7,14,0,0,0,0,0,0,0
6586891,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,61,71,53,49,38,11,0,0,11,0,38
6587344,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,63,83,65,73,65,8,14,0,8,0,51
6587490,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,44,59,40,34,34,0,3,0,0,0,31
6587839,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,62,83,95,93,93,0,65,0,0,0,28
6587900,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,51,61,24,20,20,0,5,0,0,0,15
6588065,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,48,70,17,22,17,5,0,0,5,0,17
6588066,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,60,73,21,19,19,0,2,0,0,0,17
6588665,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,66,76,71,72,71,1,0,0,1,0,71
6588939,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,42,71,56,67,49,18,0,7,11,0,49
6588993,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,64,76,52,53,36,17,0,16,1,0,36
6589096,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,60,74,6,5,0,0,0,0,0,0,0
6589389,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,61,77,49,41,41,0,7,0,0,0,34
6589390,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,58,70,76,81,76,5,3,0,5,0,73
6589691,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,54,66,15,6,0,0,0,0,0,0,0
6589863,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,40,58,7,5,0,0,0,0,0,0,0
6589864,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,59,71,36,42,36,6,0,0,6,0,36
6590009,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,57,86,34,45,34,11,0,0,11,0,34
6590113,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,63,75,24,24,24,0,2,0,0,0,22
6590477,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,53,66,21,7,0,0,0,0,0,0,0
6590537,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,57,74,70,74,70,4,58,0,4,0,12
6590722,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,56,72,34,41,29,12,0,0,12,0,29
6590723,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,62,76,35,36,35,1,0,0,1,0,35
6590813,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,42,65,55,55,51,4,0,0,4,0,51
6590895,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,50,64,12,1,0,0,0,0,0,0,0
6591093,Southwest Airlines Co.,Bob Hope Airport,2021,1,6,59,81,25,36,25,11,0,0,11,0,25
6591605,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,,,63,0,0,0,0,0,0,0,0
6591875,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,43,55,7,2,0,0,0,0,0,0,0
6591942,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,,,16,0,0,0,0,0,0,0,0
6592017,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,44,58,10,8,0,0,0,0,0,0,0
6592018,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,57,71,22,18,18,0,17,0,0,0,1
6592160,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,57,63,16,4,0,0,0,0,0,0,0
6592341,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,93,111,9,35,0,35,0,0,35,0,0
6592607,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,76,96,20,36,20,16,1,0,16,0,19
6593155,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,59,70,60,55,55,0,0,0,0,0,55
6593264,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,53,60,15,10,0,0,0,0,0,0,0
6593629,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,62,76,26,17,17,0,12,0,0,0,5
6593997,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,53,66,10,11,0,0,0,0,0,0,0
6594208,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,41,50,37,22,22,0,3,0,0,0,19
6594237,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,56,74,30,34,30,4,0,0,4,0,30
6594628,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,51,69,35,39,35,4,0,0,4,0,35
6594737,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,45,53,13,1,0,0,0,0,0,0,0
6594987,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,63,76,7,-2,0,0,0,0,0,0,0
6595034,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,51,60,17,12,0,0,0,0,0,0,0
6595145,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,44,55,6,-4,0,0,0,0,0,0,0
6595146,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,58,72,28,25,25,0,0,0,0,0,25
6595492,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,57,74,44,43,43,0,0,0,0,0,43
6595694,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,53,67,7,-1,0,0,0,0,0,0,0
6595773,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,61,73,25,23,19,4,0,0,4,0,19
6596373,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,52,60,9,-6,0,0,0,0,0,0,0
6596661,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,54,61,14,-5,0,0,0,0,0,0,0
6596698,Southwest Airlines Co.,Bob Hope Airport,2021,1,7,55,69,7,6,0,0,0,0,0,0,0
6597328,Southwest Airlines Co.,Bob Hope Airport,2021,1,8,69,96,50,61,0,61,0,50,11,0,0
6597632,Southwest Airlines Co.,Bob Hope Airport,2021,1,8,61,76,8,4,0,0,0,0,0,0,0
6597703,Southwest Airlines Co.,Bob Hope Airport,2021,1,8,69,83,11,19,11,8,7,0,8,0,4
6597926,Southwest Airlines Co.,Bob Hope Airport,2021,1,8,65,76,19,20,19,1,0,0,1,0,19
6598019,Southwest Airlines Co.,Bob Hope Airport,2021,1,8,65,83,34,32,32,0,32,0,0,0,0
